119736,498960,498960,498960,498960,498960,792148.9,0,9979.2,0,0,30.102261,-81.711777,1
448094,1322376.3,1322376.3,1322376.3,1322376.3,1322376.3,1438163.57,0,0,0,0,30.063936,-81.707664,3
206893,190724.4,190724.4,190724.4,190724.4,190724.4,192476.78,0,0,0,0,30.089579,-81.700455,1
333743,0,79520.76,0,0,79520.76,86854.48,0,0,0,0,30.063236,-81.707703,3
172534,0,254281.5,0,254281.5,254281.5,246144.49,0,0,0,0,30.060614,-81.702675,1
785275,0,515035.62,0,0,515035.62,884419.17,0,0,0,0,30.063236,-81.707703,3
995932,0,19260000,0,0,19260000,20610000,0,0,0,0,30.102226,-81.713882,1
223488,328500,328500,328500,328500,328500,348374.25,0,16425,0,0,30.102217,-81.707146,1
433512,315000,315000,315000,315000,315000,265821.57,0,15750,0,0,30.118774,-81.704613,1
142071,705600,705600,705600,705600,705600,1010842.56,14112,35280,0,0,30.100628,-81.703751,1
253816,831498.3,831498.3,831498.3,831498.3,831498.3,1117791.48,0,0,0,0,30.10216,-81.719444,1
894922,0,24059.09,0,0,24059.09,33952.19,0,0,0,0,30.095957,-81.695099,1
422834,0,48115.94,0,0,48115.94,66755.39,0,0,0,0,30.100073,-81.739822,1
582721,0,28869.12,0,0,28869.12,42826.99,0,0,0,0,30.09248,-81.725167,1
842700,0,56135.64,0,0,56135.64,50656.8,0,0,0,0,30.101356,-81.726248,1
874333,0,48115.94,0,0,48115.94,67905.07,0,0,0,0,30.113743,-81.727463,1
580146,0,48115.94,0,0,48115.94,66938.9,0,0,0,0,30.121655,-81.732391,3
456149,0,80192.49,0,0,80192.49,86421.04,0,0,0,0,30.109537,-81.741661,1
767862,0,48115.94,0,0,48115.94,73798.5,0,0,0,0,30.11824,-81.745335,3
353022,0,60946.79,0,0,60946.79,62467.29,0,0,0,0,30.065799,-81.717416,1
367814,0,28869.12,0,0,28869.12,42727.74,0,0,0,0,30.082993,-81.710581,1
671392,0,13410000,0,0,13410000,11700000,0,0,0,0,30.091921,-81.711929,3
772887,0,1669113.93,0,0,1669113.93,2099127.76,0,0,0,0,30.117352,-81.711884,1
983122,0,179562.23,0,0,179562.23,211372.57,0,0,0,0,30.095783,-81.713181,3
934215,0,177744.16,0,0,177744.16,157171.16,0,0,0,0,30.110518,-81.727478,1
385951,0,17757.58,0,0,17757.58,16948.72,0,0,0,0,30.10288,-81.705719,1
716332,0,130129.87,0,0,130129.87,101758.43,0,0,0,0,30.068468,-81.71624,1
